 IDnum	Rework_Decision	Logic_board_fail	IO_board_fail	System_State	Rework_Outcome	Rework_Cost
23536	Logic_board	Yes	Yes	Failed	L0_IO0	1
23537	Logic_board	No	No	Operational	L0_IO0	1
23538	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23539	IO_board	Yes	No	Failed	L0_IO1	0.571429
23540	IO_board	Yes	No	Failed	L0_IO1	0.571429
23541	IO_board	Yes	No	Failed	L0_IO1	0.571429
23542	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23543	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23544	IO_board	Yes	No	Failed	L0_IO1	0.571429
23545	IO_board	Yes	No	Failed	L0_IO1	0.571429
23546	IO_board	Yes	No	Failed	L0_IO1	0.571429
23547	IO_board	No	No	Operational	L0_IO0	1
23548	IO_board	No	No	Operational	L0_IO0	1
23549	IO_board	Yes	No	Failed	L0_IO1	0.571429
23550	IO_board	No	No	Operational	L0_IO0	1
23551	IO_board	No	Yes	Failed	L1_IO0	0
23552	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23553	IO_board	Yes	Yes	Failed	L0_IO0	1
23554	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23555	IO_board	Yes	No	Failed	L0_IO1	0.571429
23556	IO_board	No	No	Operational	L0_IO0	1
23557	IO_board	Yes	No	Failed	L0_IO1	0.571429
23558	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23559	IO_board	Yes	No	Failed	L0_IO1	0.571429
23560	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23561	IO_board	Yes	No	Failed	L0_IO1	0.571429
23562	IO_board	Yes	No	Failed	L0_IO1	0.571429
23563	IO_board	Yes	No	Failed	L0_IO1	0.571429
23564	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23565	IO_board	Yes	Yes	Failed	L0_IO0	1
23566	IO_board	Yes	No	Failed	L0_IO1	0.571429
23567	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23568	Logic_board	No	No	Operational	L0_IO0	1
23569	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23570	IO_board	Yes	Yes	Failed	L0_IO0	1
23571	IO_board	No	No	Operational	L0_IO0	1
23572	IO_board	Yes	No	Failed	L0_IO1	0.571429
23573	IO_board	Yes	No	Failed	L0_IO1	0.571429
23574	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23575	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23576	IO_board	Yes	Yes	Failed	L0_IO0	1
23577	Logic_board	Yes	Yes	Failed	L0_IO0	1
23578	Logic_board	No	No	Operational	L0_IO0	1
23579	IO_board	Yes	No	Failed	L0_IO1	0.571429
23580	IO_board	Yes	No	Failed	L0_IO1	0.571429
23581	IO_board	Yes	No	Failed	L0_IO1	0.571429
23582	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23583	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23584	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23585	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23586	IO_board	No	No	Operational	L0_IO0	1
23587	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23588	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23589	IO_board	Yes	No	Failed	L0_IO1	0.571429
23590	IO_board	Yes	No	Failed	L0_IO1	0.571429
23591	IO_board	Yes	No	Failed	L0_IO1	0.571429
23592	IO_board	Yes	No	Failed	L0_IO1	0.571429
23593	IO_board	Yes	Yes	Failed	L0_IO0	1
23594	Logic_board	Yes	Yes	Failed	L0_IO0	1
23595	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23596	IO_board	Yes	No	Failed	L0_IO1	0.571429
23597	Logic_board	No	Yes	Failed	L1_IO0	0.428571
23598	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23599	IO_board	No	No	Operational	L0_IO0	1
23600	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23601	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23602	IO_board	Yes	Yes	Failed	L0_IO0	1
23603	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23604	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23605	IO_board	Yes	Yes	Failed	L0_IO0	1
23606	IO_board	No	No	Operational	L0_IO0	1
23607	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23608	IO_board	Yes	No	Failed	L0_IO1	0.571429
23609	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23610	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23611	IO_board	Yes	No	Failed	L0_IO1	0.571429
23612	IO_board	Yes	No	Failed	L0_IO1	0.571429
23613	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23614	IO_board	No	No	Operational	L0_IO0	1
23615	IO_board	Yes	No	Failed	L0_IO1	0.571429
23616	IO_board	Yes	No	Failed	L0_IO1	0.571429
23617	IO_board	Yes	No	Failed	L0_IO1	0.571429
23618	IO_board	Yes	Yes	Failed	L0_IO0	1
23619	IO_board	Yes	No	Failed	L0_IO1	0.571429
23620	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23621	IO_board	Yes	No	Failed	L0_IO1	0.571429
23622	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23623	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23624	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23625	IO_board	Yes	No	Failed	L0_IO1	0.571429
23626	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23627	IO_board	Yes	No	Failed	L0_IO1	0.571429
23628	IO_board	Yes	No	Failed	L0_IO1	0.571429
23629	IO_board	Yes	No	Failed	L0_IO1	0.571429
23630	Logic_board	No	No	Operational	L0_IO0	1
23631	IO_board	Yes	No	Failed	L0_IO1	0.571429
23632	Logic_board	No	No	Operational	L0_IO0	1
23633	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23634	IO_board	Yes	No	Failed	L0_IO1	0.571429
23635	IO_board	Yes	Yes	Failed	L0_IO0	1
23636	Logic_board	Yes	Yes	Failed	L0_IO0	1
23637	IO_board	Yes	No	Failed	L0_IO1	0.571429
23638	IO_board	Yes	No	Failed	L0_IO1	0.571429
23639	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23640	Logic_board	No	No	Operational	L0_IO0	1
23641	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23642	IO_board	Yes	No	Failed	L0_IO1	0.571429
23643	Logic_board	Yes	Yes	Failed	L0_IO0	1
23644	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23645	Logic_board	No	No	Operational	L0_IO0	1
23646	IO_board	Yes	No	Failed	L0_IO1	0.571429
23647	IO_board	Yes	No	Failed	L0_IO1	0.571429
23648	IO_board	Yes	No	Failed	L0_IO1	0.571429
23649	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23650	IO_board	Yes	No	Failed	L0_IO1	0.571429
23651	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23652	IO_board	Yes	No	Failed	L0_IO1	0.571429
23653	IO_board	No	No	Operational	L0_IO0	1
23654	IO_board	Yes	No	Failed	L0_IO1	0.571429
23655	IO_board	Yes	No	Failed	L0_IO1	0.571429
23656	IO_board	Yes	No	Failed	L0_IO1	0.571429
23657	IO_board	Yes	No	Failed	L0_IO1	0.571429
23658	IO_board	Yes	No	Failed	L0_IO1	0.571429
23659	IO_board	Yes	No	Failed	L0_IO1	0.571429
23660	Logic_board	No	No	Operational	L0_IO0	1
23661	IO_board	Yes	No	Failed	L0_IO1	0.571429
23662	IO_board	Yes	No	Failed	L0_IO1	0.571429
23663	Logic_board	No	No	Operational	L0_IO0	1
23664	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23665	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23666	Logic_board	No	No	Operational	L0_IO0	1
23667	IO_board	Yes	No	Failed	L0_IO1	0.571429
23668	IO_board	Yes	No	Failed	L0_IO1	0.571429
23669	IO_board	Yes	No	Failed	L0_IO1	0.571429
23670	Logic_board	Yes	Yes	Failed	L0_IO0	1
23671	IO_board	Yes	No	Failed	L0_IO1	0.571429
23672	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23673	IO_board	Yes	No	Failed	L0_IO1	0.571429
23674	IO_board	Yes	No	Failed	L0_IO1	0.571429
23675	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23676	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23677	Logic_board	No	No	Operational	L0_IO0	1
23678	IO_board	Yes	No	Failed	L0_IO1	0.571429
23679	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23680	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23681	IO_board	No	Yes	Failed	L1_IO0	0
23682	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23683	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23684	IO_board	Yes	No	Failed	L0_IO1	0.571429
23685	IO_board	Yes	No	Failed	L0_IO1	0.571429
23686	IO_board	Yes	No	Failed	L0_IO1	0.571429
23687	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23688	IO_board	Yes	Yes	Failed	L0_IO0	1
23689	IO_board	Yes	No	Failed	L0_IO1	0.571429
23690	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23691	IO_board	Yes	No	Failed	L0_IO1	0.571429
23692	IO_board	Yes	No	Failed	L0_IO1	0.571429
23693	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23694	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23695	Logic_board	Yes	Yes	Failed	L0_IO0	1
23696	Logic_board	Yes	Yes	Failed	L0_IO0	1
23697	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23698	IO_board	Yes	No	Failed	L0_IO1	0.571429
23699	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23700	IO_board	Yes	No	Failed	L0_IO1	0.571429
23701	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23702	Logic_board	Yes	Yes	Failed	L0_IO0	1
23703	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23704	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23705	IO_board	Yes	No	Failed	L0_IO1	0.571429
23706	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23707	Logic_board	Yes	Yes	Failed	L0_IO0	1
23708	IO_board	Yes	No	Failed	L0_IO1	0.571429
23709	IO_board	Yes	No	Failed	L0_IO1	0.571429
23710	IO_board	Yes	No	Failed	L0_IO1	0.571429
23711	IO_board	No	No	Operational	L0_IO0	1
23712	IO_board	Yes	No	Failed	L0_IO1	0.571429
23713	IO_board	Yes	Yes	Failed	L0_IO0	1
23714	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23715	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23716	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23717	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23718	IO_board	Yes	No	Failed	L0_IO1	0.571429
23719	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23720	Logic_board	No	No	Operational	L0_IO0	1
23721	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23722	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23723	IO_board	Yes	No	Failed	L0_IO1	0.571429
23724	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23725	IO_board	Yes	No	Failed	L0_IO1	0.571429
23726	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23727	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23728	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23729	IO_board	Yes	No	Failed	L0_IO1	0.571429
23730	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23731	IO_board	Yes	No	Failed	L0_IO1	0.571429
23732	IO_board	Yes	No	Failed	L0_IO1	0.571429
23733	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23734	IO_board	Yes	No	Failed	L0_IO1	0.571429
23735	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23736	IO_board	Yes	Yes	Failed	L0_IO0	1
23737	IO_board	Yes	No	Failed	L0_IO1	0.571429
23738	Logic_board	No	No	Operational	L0_IO0	1
23739	IO_board	Yes	No	Failed	L0_IO1	0.571429
23740	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23741	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23742	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23743	IO_board	Yes	No	Failed	L0_IO1	0.571429
23744	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23745	IO_board	Yes	Yes	Failed	L0_IO0	1
23746	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23747	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23748	Logic_board	Yes	Yes	Failed	L0_IO0	1
23749	IO_board	Yes	No	Failed	L0_IO1	0.571429
23750	Logic_board	Yes	Yes	Failed	L0_IO0	1
23751	Logic_board	No	No	Operational	L0_IO0	1
23752	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23753	IO_board	Yes	No	Failed	L0_IO1	0.571429
23754	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23755	IO_board	No	No	Operational	L0_IO0	1
23756	IO_board	Yes	No	Failed	L0_IO1	0.571429
23757	IO_board	No	No	Operational	L0_IO0	1
23758	IO_board	Yes	No	Failed	L0_IO1	0.571429
23759	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23760	IO_board	Yes	No	Failed	L0_IO1	0.571429
23761	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23762	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23763	Logic_board	Yes	Yes	Failed	L0_IO0	1
23764	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23765	IO_board	Yes	No	Failed	L0_IO1	0.571429
23766	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23767	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23768	IO_board	No	No	Operational	L0_IO0	1
23769	Logic_board	Yes	Yes	Failed	L0_IO0	1
23770	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23771	IO_board	Yes	No	Failed	L0_IO1	0.571429
23772	IO_board	Yes	No	Failed	L0_IO1	0.571429
23773	IO_board	Yes	No	Failed	L0_IO1	0.571429
23774	Logic_board	No	No	Operational	L0_IO0	1
23775	IO_board	Yes	No	Failed	L0_IO1	0.571429
23776	IO_board	Yes	Yes	Failed	L0_IO0	1
23777	IO_board	Yes	No	Failed	L0_IO1	0.571429
23778	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23779	IO_board	Yes	No	Failed	L0_IO1	0.571429
23780	IO_board	Yes	No	Failed	L0_IO1	0.571429
23781	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23782	IO_board	Yes	No	Failed	L0_IO1	0.571429
23783	IO_board	Yes	No	Failed	L0_IO1	0.571429
23784	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23785	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23786	Logic_board	No	No	Operational	L0_IO0	1
23787	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23788	IO_board	Yes	Yes	Failed	L0_IO0	1
23789	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23790	Logic_board	No	No	Operational	L0_IO0	1
23791	IO_board	Yes	No	Failed	L0_IO1	0.571429
23792	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23793	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23794	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23795	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23796	IO_board	Yes	Yes	Failed	L0_IO0	1
23797	IO_board	No	No	Operational	L0_IO0	1
23798	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23799	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23800	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23801	IO_board	No	No	Operational	L0_IO0	1
23802	IO_board	Yes	Yes	Failed	L0_IO0	1
23803	IO_board	No	Yes	Failed	L1_IO0	0
23804	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23805	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23806	IO_board	Yes	No	Failed	L0_IO1	0.571429
23807	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23808	IO_board	Yes	No	Failed	L0_IO1	0.571429
23809	IO_board	Yes	No	Failed	L0_IO1	0.571429
23810	IO_board	Yes	No	Failed	L0_IO1	0.571429
23811	IO_board	Yes	No	Failed	L0_IO1	0.571429
23812	IO_board	Yes	No	Failed	L0_IO1	0.571429
23813	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23814	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23815	IO_board	Yes	No	Failed	L0_IO1	0.571429
23816	IO_board	Yes	No	Failed	L0_IO1	0.571429
23817	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23818	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23819	Logic_board	Yes	Yes	Failed	L0_IO0	1
23820	IO_board	Yes	No	Failed	L0_IO1	0.571429
23821	IO_board	Yes	No	Failed	L0_IO1	0.571429
23822	Logic_board	Yes	Yes	Failed	L0_IO0	1
23823	IO_board	Yes	No	Failed	L0_IO1	0.571429
23824	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23825	Logic_board	Yes	Yes	Failed	L0_IO0	1
23826	IO_board	Yes	No	Failed	L0_IO1	0.571429
23827	IO_board	Yes	Yes	Failed	L0_IO0	1
23828	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23829	IO_board	Yes	No	Failed	L0_IO1	0.571429
23830	IO_board	No	No	Operational	L0_IO0	1
23831	IO_board	Yes	No	Failed	L0_IO1	0.571429
23832	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23833	IO_board	Yes	No	Failed	L0_IO1	0.571429
23834	IO_board	Yes	No	Failed	L0_IO1	0.571429
23835	IO_board	Yes	No	Failed	L0_IO1	0.571429
23836	Logic_board	Yes	Yes	Failed	L0_IO0	1
23837	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23838	Logic_board	No	No	Operational	L0_IO0	1
23839	IO_board	Yes	No	Failed	L0_IO1	0.571429
23840	IO_board	Yes	No	Failed	L0_IO1	0.571429
23841	IO_board	Yes	No	Failed	L0_IO1	0.571429
23842	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23843	IO_board	Yes	No	Failed	L0_IO1	0.571429
23844	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23845	IO_board	Yes	No	Failed	L0_IO1	0.571429
23846	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23847	IO_board	Yes	No	Failed	L0_IO1	0.571429
23848	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23849	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23850	IO_board	Yes	No	Failed	L0_IO1	0.571429
23851	IO_board	Yes	No	Failed	L0_IO1	0.571429
23852	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23853	IO_board	Yes	No	Failed	L0_IO1	0.571429
23854	Logic_board	Yes	Yes	Failed	L0_IO0	1
23855	IO_board	Yes	No	Failed	L0_IO1	0.571429
23856	IO_board	Yes	No	Failed	L0_IO1	0.571429
23857	IO_board	Yes	No	Failed	L0_IO1	0.571429
23858	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23859	IO_board	Yes	No	Failed	L0_IO1	0.571429
23860	IO_board	Yes	No	Failed	L0_IO1	0.571429
23861	IO_board	Yes	No	Failed	L0_IO1	0.571429
23862	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23863	IO_board	Yes	No	Failed	L0_IO1	0.571429
23864	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23865	IO_board	Yes	No	Failed	L0_IO1	0.571429
23866	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23867	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23868	IO_board	No	No	Operational	L0_IO0	1
23869	IO_board	Yes	No	Failed	L0_IO1	0.571429
23870	IO_board	Yes	No	Failed	L0_IO1	0.571429
23871	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23872	IO_board	Yes	No	Failed	L0_IO1	0.571429
23873	IO_board	No	No	Operational	L0_IO0	1
23874	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23875	IO_board	No	Yes	Failed	L1_IO0	0
23876	IO_board	No	No	Operational	L0_IO0	1
23877	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23878	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23879	Logic_board	No	No	Operational	L0_IO0	1
23880	Logic_board	Yes	Yes	Failed	L0_IO0	1
23881	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23882	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23883	IO_board	No	Yes	Failed	L1_IO0	0
23884	IO_board	Yes	No	Failed	L0_IO1	0.571429
23885	IO_board	Yes	No	Failed	L0_IO1	0.571429
23886	IO_board	No	No	Operational	L0_IO0	1
23887	Logic_board	Yes	Yes	Failed	L0_IO0	1
23888	Logic_board	Yes	Yes	Failed	L0_IO0	1
23889	IO_board	No	No	Operational	L0_IO0	1
23890	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23891	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23892	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23893	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23894	IO_board	Yes	No	Failed	L0_IO1	0.571429
23895	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23896	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23897	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23898	Logic_board	No	No	Operational	L0_IO0	1
23899	IO_board	Yes	No	Failed	L0_IO1	0.571429
23900	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23901	IO_board	Yes	No	Failed	L0_IO1	0.571429
23902	IO_board	Yes	No	Failed	L0_IO1	0.571429
23903	IO_board	Yes	No	Failed	L0_IO1	0.571429
23904	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23905	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23906	Logic_board	Yes	Yes	Failed	L0_IO0	1
23907	IO_board	Yes	No	Failed	L0_IO1	0.571429
23908	IO_board	Yes	No	Failed	L0_IO1	0.571429
23909	IO_board	No	No	Operational	L0_IO0	1
23910	IO_board	No	No	Operational	L0_IO0	1
23911	Logic_board	No	No	Operational	L0_IO0	1
23912	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23913	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23914	IO_board	Yes	No	Failed	L0_IO1	0.571429
23915	IO_board	No	Yes	Failed	L1_IO0	0
23916	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23917	Logic_board	Yes	Yes	Failed	L0_IO0	1
23918	IO_board	Yes	Yes	Failed	L0_IO0	1
23919	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23920	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23921	IO_board	No	No	Operational	L0_IO0	1
23922	IO_board	Yes	No	Failed	L0_IO1	0.571429
23923	IO_board	No	No	Operational	L0_IO0	1
23924	IO_board	Yes	No	Failed	L0_IO1	0.571429
23925	IO_board	Yes	No	Failed	L0_IO1	0.571429
23926	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23927	IO_board	Yes	No	Failed	L0_IO1	0.571429
23928	IO_board	Yes	No	Failed	L0_IO1	0.571429
23929	Logic_board	No	No	Operational	L0_IO0	1
23930	IO_board	Yes	Yes	Failed	L0_IO0	1
23931	IO_board	No	No	Operational	L0_IO0	1
23932	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23933	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23934	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23935	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23936	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23937	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23938	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23939	IO_board	Yes	No	Failed	L0_IO1	0.571429
23940	Logic_board	No	No	Operational	L0_IO0	1
23941	IO_board	Yes	No	Failed	L0_IO1	0.571429
23942	IO_board	Yes	No	Failed	L0_IO1	0.571429
23943	Logic_board	No	No	Operational	L0_IO0	1
23944	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23945	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23946	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23947	IO_board	Yes	No	Failed	L0_IO1	0.571429
23948	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23949	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23950	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23951	IO_board	Yes	No	Failed	L0_IO1	0.571429
23952	IO_board	Yes	No	Failed	L0_IO1	0.571429
23953	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23954	Logic_board	Yes	Yes	Failed	L0_IO0	1
23955	IO_board	Yes	No	Failed	L0_IO1	0.571429
23956	IO_board	Yes	Yes	Failed	L0_IO0	1
23957	Logic_board	No	No	Operational	L0_IO0	1
23958	Logic_board	No	Yes	Failed	L1_IO0	0.428571
23959	IO_board	Yes	No	Failed	L0_IO1	0.571429
23960	IO_board	Yes	Yes	Failed	L0_IO0	1
23961	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23962	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23963	IO_board	Yes	Yes	Failed	L0_IO0	1
23964	IO_board	Yes	No	Failed	L0_IO1	0.571429
23965	IO_board	Yes	No	Failed	L0_IO1	0.571429
23966	IO_board	No	No	Operational	L0_IO0	1
23967	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23968	Logic_board	No	No	Operational	L0_IO0	1
23969	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23970	IO_board	Yes	No	Failed	L0_IO1	0.571429
23971	Logic_board	No	No	Operational	L0_IO0	1
23972	Logic_board	No	No	Operational	L0_IO0	1
23973	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23974	IO_board	No	No	Operational	L0_IO0	1
23975	IO_board	Yes	No	Failed	L0_IO1	0.571429
23976	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23977	IO_board	Yes	No	Failed	L0_IO1	0.571429
23978	IO_board	No	Yes	Failed	L1_IO0	0
23979	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23980	IO_board	Yes	No	Failed	L0_IO1	0.571429
23981	IO_board	Yes	No	Failed	L0_IO1	0.571429
23982	IO_board	Yes	Yes	Failed	L0_IO0	1
23983	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23984	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23985	IO_board	No	No	Operational	L0_IO0	1
23986	Logic_board	No	Yes	Failed	L1_IO0	0.428571
23987	IO_board	Yes	Yes	Failed	L0_IO0	1
23988	IO_board	No	No	Operational	L0_IO0	1
23989	IO_board	Yes	No	Failed	L0_IO1	0.571429
23990	Logic_board	No	No	Operational	L0_IO0	1
23991	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23992	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23993	IO_board	Yes	No	Failed	L0_IO1	0.571429
23994	Logic_board	Yes	Yes	Failed	L0_IO0	1
23995	Logic_board	Yes	No	Failed	L0_IO1	0.285714
23996	IO_board	Yes	No	Failed	L0_IO1	0.571429
23997	IO_board	Yes	No	Failed	L0_IO1	0.571429
23998	IO_board	Yes	No	Failed	L0_IO1	0.571429
23999	IO_board	Yes	No	Failed	L0_IO1	0.571429
24000	IO_board	Yes	No	Failed	L0_IO1	0.571429
24001	IO_board	Yes	No	Failed	L0_IO1	0.571429
24002	Logic_board	Yes	No	Failed	L0_IO1	0.285714
24003	IO_board	Yes	No	Failed	L0_IO1	0.571429
24004	IO_board	No	No	Operational	L0_IO0	1
24005	Logic_board	No	No	Operational	L0_IO0	1
