 IDnum	Installation_Type	Coal_Worker_Strike	Strike_Resolution	Strike_Intervention	Additional_Cost
4108	New_cleaner_coal	Yes	Lengthy	No	0.3
4109	Install_scrubbers	Yes	Quick	Yes	0.7
4110	New_cleaner_coal	Yes	Quick	Yes	0.4
4111	Install_scrubbers	Yes	Quick	Yes	0.7
4112	Install_scrubbers	No	Quick	Yes	0.7
4113	New_cleaner_coal	Yes	Quick	Yes	0.4
4114	Install_scrubbers	No	Quick	Yes	0.7
4115	New_cleaner_coal	No	Quick	Yes	1
4116	Install_scrubbers	Yes	Lengthy	No	0.7
4117	New_cleaner_coal	Yes	Quick	No	0.7
4118	New_cleaner_coal	No	Lengthy	No	1
4119	Install_scrubbers	Yes	Quick	Yes	0.7
4120	Install_scrubbers	No	Quick	No	0.7
4121	Install_scrubbers	Yes	Quick	Yes	0.7
4122	Install_scrubbers	No	Quick	Yes	0.7
4123	New_cleaner_coal	Yes	Quick	Yes	0.4
4124	New_cleaner_coal	Yes	Quick	No	0.7
4125	Install_scrubbers	Yes	Quick	No	0.7
4126	New_cleaner_coal	Yes	Quick	Yes	0.4
4127	New_cleaner_coal	Yes	Quick	Yes	0.4
4128	Install_scrubbers	No	Quick	No	0.7
4129	New_cleaner_coal	Yes	Quick	Yes	0.4
4130	New_cleaner_coal	No	Quick	No	1
4131	Install_scrubbers	No	Quick	Yes	0.7
4132	Install_scrubbers	No	Quick	Yes	0.7
4133	New_cleaner_coal	No	Quick	No	1
4134	New_cleaner_coal	No	Quick	Yes	1
4135	Install_scrubbers	No	Quick	No	0.7
4136	New_cleaner_coal	No	Quick	Yes	1
4137	New_cleaner_coal	No	Quick	No	1
4138	New_cleaner_coal	Yes	Quick	Yes	0.4
4139	New_cleaner_coal	Yes	Quick	Yes	0.4
4140	Install_scrubbers	Yes	Quick	No	0.7
4141	New_cleaner_coal	Yes	Quick	No	0.7
4142	New_cleaner_coal	No	Quick	No	1
4143	New_cleaner_coal	No	Quick	Yes	1
4144	New_cleaner_coal	Yes	Quick	Yes	0.4
4145	New_cleaner_coal	Yes	Quick	Yes	0.4
4146	Install_scrubbers	Yes	Quick	Yes	0.7
4147	Install_scrubbers	Yes	Quick	No	0.7
4148	Install_scrubbers	Yes	Quick	No	0.7
4149	Install_scrubbers	No	Quick	No	0.7
4150	New_cleaner_coal	No	Quick	No	1
4151	Install_scrubbers	No	Lengthy	No	0.7
4152	New_cleaner_coal	Yes	Quick	No	0.7
4153	New_cleaner_coal	No	Quick	No	1
4154	New_cleaner_coal	No	Quick	Yes	1
4155	Install_scrubbers	Yes	Quick	Yes	0.7
4156	Install_scrubbers	Yes	Quick	Yes	0.7
4157	Install_scrubbers	Yes	Lengthy	No	0.7
4158	New_cleaner_coal	No	Lengthy	No	1
4159	Install_scrubbers	No	Quick	Yes	0.7
4160	New_cleaner_coal	No	Quick	Yes	1
4161	Install_scrubbers	Yes	Quick	Yes	0.7
4162	New_cleaner_coal	Yes	Quick	No	0.7
4163	Install_scrubbers	Yes	Quick	Yes	0.7
4164	Install_scrubbers	No	Lengthy	No	0.7
4165	New_cleaner_coal	Yes	Quick	No	0.7
4166	Install_scrubbers	Yes	Quick	Yes	0.7
4167	New_cleaner_coal	No	Quick	No	1
4168	Install_scrubbers	No	Quick	No	0.7
4169	New_cleaner_coal	Yes	Quick	No	0.7
4170	New_cleaner_coal	No	Quick	Yes	1
4171	Install_scrubbers	Yes	Quick	Yes	0.7
4172	Install_scrubbers	No	Quick	Yes	0.7
4173	Install_scrubbers	Yes	Lengthy	No	0.7
4174	New_cleaner_coal	Yes	Quick	Yes	0.4
4175	New_cleaner_coal	Yes	Quick	No	0.7
4176	Install_scrubbers	No	Quick	Yes	0.7
4177	New_cleaner_coal	No	Quick	No	1
4178	New_cleaner_coal	Yes	Lengthy	No	0.3
4179	New_cleaner_coal	No	Quick	Yes	1
4180	New_cleaner_coal	Yes	Quick	Yes	0.4
4181	New_cleaner_coal	No	Quick	Yes	1
4182	Install_scrubbers	Yes	Quick	Yes	0.7
4183	New_cleaner_coal	No	Quick	Yes	1
4184	New_cleaner_coal	Yes	Quick	No	0.7
4185	Install_scrubbers	Yes	Quick	No	0.7
4186	New_cleaner_coal	Yes	Quick	No	0.7
4187	New_cleaner_coal	No	Quick	Yes	1
4188	New_cleaner_coal	Yes	Quick	No	0.7
4189	Install_scrubbers	Yes	Lengthy	No	0.7
4190	Install_scrubbers	Yes	Quick	Yes	0.7
4191	Install_scrubbers	No	Quick	No	0.7
4192	Install_scrubbers	No	Quick	Yes	0.7
4193	New_cleaner_coal	No	Lengthy	No	1
4194	Install_scrubbers	No	Lengthy	No	0.7
4195	Install_scrubbers	Yes	Quick	No	0.7
4196	New_cleaner_coal	Yes	Lengthy	No	0.3
4197	Install_scrubbers	Yes	Quick	Yes	0.7
4198	Install_scrubbers	No	Quick	No	0.7
4199	New_cleaner_coal	Yes	Lengthy	No	0.3
4200	Install_scrubbers	Yes	Quick	Yes	0.7
4201	Install_scrubbers	No	Quick	No	0.7
4202	Install_scrubbers	No	Quick	Yes	0.7
4203	New_cleaner_coal	No	Quick	Yes	1
4204	Install_scrubbers	No	Quick	Yes	0.7
4205	New_cleaner_coal	No	Quick	Yes	1
4206	New_cleaner_coal	Yes	Quick	No	0.7
4207	Install_scrubbers	Yes	Quick	No	0.7
4208	Install_scrubbers	Yes	Lengthy	No	0.7
4209	Install_scrubbers	Yes	Quick	Yes	0.7
4210	Install_scrubbers	Yes	Quick	Yes	0.7
4211	Install_scrubbers	No	Quick	Yes	0.7
4212	Install_scrubbers	Yes	Lengthy	No	0.7
4213	Install_scrubbers	No	Quick	No	0.7
4214	Install_scrubbers	Yes	Quick	Yes	0.7
4215	New_cleaner_coal	No	Lengthy	No	1
4216	New_cleaner_coal	Yes	Quick	Yes	0.4
4217	Install_scrubbers	Yes	Quick	No	0.7
4218	New_cleaner_coal	No	Quick	Yes	1
4219	Install_scrubbers	Yes	Quick	Yes	0.7
4220	Install_scrubbers	Yes	Quick	No	0.7
4221	New_cleaner_coal	No	Quick	Yes	1
4222	New_cleaner_coal	No	Lengthy	No	1
4223	Install_scrubbers	No	Quick	Yes	0.7
4224	New_cleaner_coal	Yes	Quick	Yes	0.4
4225	Install_scrubbers	No	Quick	No	0.7
4226	New_cleaner_coal	No	Quick	Yes	1
4227	Install_scrubbers	Yes	Quick	No	0.7
4228	New_cleaner_coal	No	Quick	No	1
4229	New_cleaner_coal	Yes	Quick	No	0.7
4230	Install_scrubbers	No	Quick	No	0.7
4231	New_cleaner_coal	No	Lengthy	No	1
4232	Install_scrubbers	Yes	Lengthy	No	0.7
4233	New_cleaner_coal	Yes	Lengthy	Yes	0
4234	New_cleaner_coal	No	Quick	Yes	1
4235	New_cleaner_coal	Yes	Quick	No	0.7
4236	New_cleaner_coal	Yes	Lengthy	No	0.3
4237	New_cleaner_coal	Yes	Quick	No	0.7
4238	New_cleaner_coal	No	Quick	Yes	1
4239	Install_scrubbers	Yes	Quick	Yes	0.7
4240	Install_scrubbers	No	Quick	No	0.7
4241	New_cleaner_coal	No	Quick	Yes	1
4242	New_cleaner_coal	Yes	Lengthy	No	0.3
4243	Install_scrubbers	Yes	Quick	Yes	0.7
4244	New_cleaner_coal	Yes	Quick	Yes	0.4
4245	Install_scrubbers	Yes	Quick	Yes	0.7
4246	Install_scrubbers	No	Lengthy	No	0.7
4247	Install_scrubbers	No	Quick	Yes	0.7
4248	Install_scrubbers	Yes	Quick	Yes	0.7
4249	New_cleaner_coal	No	Quick	No	1
4250	New_cleaner_coal	Yes	Lengthy	No	0.3
4251	Install_scrubbers	Yes	Quick	Yes	0.7
4252	Install_scrubbers	No	Quick	No	0.7
4253	New_cleaner_coal	No	Quick	Yes	1
4254	New_cleaner_coal	No	Quick	No	1
4255	New_cleaner_coal	Yes	Quick	Yes	0.4
4256	Install_scrubbers	No	Quick	No	0.7
4257	New_cleaner_coal	No	Quick	Yes	1
4258	Install_scrubbers	Yes	Quick	No	0.7
4259	New_cleaner_coal	Yes	Lengthy	No	0.3
4260	Install_scrubbers	No	Quick	Yes	0.7
4261	Install_scrubbers	Yes	Lengthy	Yes	0.7
4262	New_cleaner_coal	Yes	Quick	Yes	0.4
4263	Install_scrubbers	Yes	Quick	No	0.7
4264	New_cleaner_coal	No	Quick	Yes	1
4265	New_cleaner_coal	No	Lengthy	No	1
4266	Install_scrubbers	No	Quick	No	0.7
4267	New_cleaner_coal	Yes	Quick	Yes	0.4
4268	Install_scrubbers	No	Quick	Yes	0.7
4269	New_cleaner_coal	No	Quick	No	1
4270	New_cleaner_coal	No	Quick	No	1
4271	Install_scrubbers	Yes	Quick	Yes	0.7
4272	Install_scrubbers	No	Quick	Yes	0.7
4273	Install_scrubbers	No	Lengthy	No	0.7
4274	New_cleaner_coal	No	Lengthy	No	1
4275	Install_scrubbers	Yes	Quick	No	0.7
4276	New_cleaner_coal	Yes	Quick	Yes	0.4
4277	New_cleaner_coal	No	Quick	Yes	1
4278	Install_scrubbers	No	Quick	No	0.7
4279	Install_scrubbers	No	Lengthy	No	0.7
4280	New_cleaner_coal	Yes	Quick	Yes	0.4
4281	Install_scrubbers	No	Lengthy	No	0.7
4282	Install_scrubbers	No	Quick	No	0.7
4283	New_cleaner_coal	No	Quick	No	1
4284	New_cleaner_coal	Yes	Quick	Yes	0.4
4285	New_cleaner_coal	Yes	Quick	Yes	0.4
4286	New_cleaner_coal	Yes	Quick	No	0.7
4287	Install_scrubbers	No	Quick	Yes	0.7
4288	Install_scrubbers	Yes	Quick	Yes	0.7
4289	New_cleaner_coal	No	Quick	No	1
4290	New_cleaner_coal	Yes	Quick	No	0.7
4291	Install_scrubbers	No	Quick	Yes	0.7
4292	Install_scrubbers	No	Quick	Yes	0.7
4293	New_cleaner_coal	No	Quick	No	1
4294	New_cleaner_coal	Yes	Quick	No	0.7
4295	New_cleaner_coal	No	Lengthy	Yes	1
4296	Install_scrubbers	Yes	Quick	Yes	0.7
4297	New_cleaner_coal	Yes	Quick	No	0.7
4298	Install_scrubbers	Yes	Lengthy	No	0.7
4299	New_cleaner_coal	Yes	Quick	Yes	0.4
4300	New_cleaner_coal	No	Quick	Yes	1
4301	New_cleaner_coal	Yes	Quick	No	0.7
4302	Install_scrubbers	No	Quick	No	0.7
4303	Install_scrubbers	No	Quick	Yes	0.7
4304	New_cleaner_coal	Yes	Quick	Yes	0.4
4305	New_cleaner_coal	Yes	Quick	No	0.7
4306	New_cleaner_coal	No	Quick	Yes	1
4307	New_cleaner_coal	No	Lengthy	No	1
4308	New_cleaner_coal	No	Quick	No	1
4309	New_cleaner_coal	Yes	Quick	No	0.7
4310	New_cleaner_coal	Yes	Quick	Yes	0.4
4311	Install_scrubbers	Yes	Quick	No	0.7
4312	New_cleaner_coal	No	Quick	Yes	1
4313	New_cleaner_coal	Yes	Quick	No	0.7
4314	Install_scrubbers	Yes	Quick	No	0.7
4315	New_cleaner_coal	Yes	Quick	No	0.7
4316	New_cleaner_coal	Yes	Quick	Yes	0.4
4317	New_cleaner_coal	No	Quick	Yes	1
4318	New_cleaner_coal	Yes	Quick	No	0.7
4319	Install_scrubbers	Yes	Quick	No	0.7
4320	Install_scrubbers	No	Lengthy	No	0.7
4321	New_cleaner_coal	No	Quick	Yes	1
4322	Install_scrubbers	Yes	Quick	Yes	0.7
4323	Install_scrubbers	Yes	Lengthy	No	0.7
4324	New_cleaner_coal	No	Quick	No	1
4325	Install_scrubbers	Yes	Quick	Yes	0.7
4326	New_cleaner_coal	Yes	Quick	Yes	0.4
4327	Install_scrubbers	Yes	Quick	No	0.7
4328	New_cleaner_coal	Yes	Quick	Yes	0.4
4329	New_cleaner_coal	No	Quick	Yes	1
4330	New_cleaner_coal	No	Quick	No	1
4331	New_cleaner_coal	Yes	Quick	Yes	0.4
4332	Install_scrubbers	Yes	Quick	Yes	0.7
4333	Install_scrubbers	Yes	Quick	Yes	0.7
4334	Install_scrubbers	Yes	Lengthy	No	0.7
4335	Install_scrubbers	Yes	Quick	No	0.7
4336	New_cleaner_coal	Yes	Quick	Yes	0.4
4337	Install_scrubbers	Yes	Lengthy	Yes	0.7
4338	New_cleaner_coal	Yes	Quick	Yes	0.4
4339	New_cleaner_coal	No	Quick	Yes	1
4340	Install_scrubbers	Yes	Quick	Yes	0.7
4341	New_cleaner_coal	Yes	Lengthy	No	0.3
4342	Install_scrubbers	Yes	Quick	Yes	0.7
4343	New_cleaner_coal	No	Lengthy	No	1
4344	New_cleaner_coal	Yes	Quick	No	0.7
4345	Install_scrubbers	Yes	Quick	No	0.7
4346	New_cleaner_coal	No	Quick	Yes	1
4347	New_cleaner_coal	Yes	Quick	Yes	0.4
4348	Install_scrubbers	Yes	Quick	No	0.7
4349	New_cleaner_coal	Yes	Quick	No	0.7
4350	New_cleaner_coal	No	Quick	Yes	1
4351	Install_scrubbers	No	Lengthy	No	0.7
4352	Install_scrubbers	No	Quick	Yes	0.7
4353	New_cleaner_coal	Yes	Quick	No	0.7
4354	New_cleaner_coal	Yes	Quick	Yes	0.4
4355	New_cleaner_coal	Yes	Quick	Yes	0.4
4356	Install_scrubbers	No	Lengthy	No	0.7
4357	New_cleaner_coal	No	Quick	No	1
4358	New_cleaner_coal	No	Quick	Yes	1
4359	Install_scrubbers	Yes	Quick	Yes	0.7
4360	New_cleaner_coal	No	Quick	Yes	1
4361	Install_scrubbers	Yes	Quick	No	0.7
4362	Install_scrubbers	Yes	Quick	Yes	0.7
4363	Install_scrubbers	Yes	Lengthy	No	0.7
4364	New_cleaner_coal	No	Quick	Yes	1
4365	New_cleaner_coal	No	Lengthy	No	1
4366	New_cleaner_coal	Yes	Lengthy	No	0.3
4367	New_cleaner_coal	No	Quick	No	1
4368	Install_scrubbers	Yes	Lengthy	No	0.7
4369	Install_scrubbers	No	Quick	Yes	0.7
4370	Install_scrubbers	Yes	Quick	Yes	0.7
4371	Install_scrubbers	Yes	Quick	Yes	0.7
4372	Install_scrubbers	Yes	Quick	No	0.7
4373	New_cleaner_coal	Yes	Quick	No	0.7
4374	Install_scrubbers	No	Quick	No	0.7
4375	Install_scrubbers	Yes	Quick	No	0.7
4376	New_cleaner_coal	Yes	Quick	Yes	0.4
4377	Install_scrubbers	No	Quick	Yes	0.7
4378	New_cleaner_coal	Yes	Quick	Yes	0.4
4379	New_cleaner_coal	No	Quick	Yes	1
4380	New_cleaner_coal	No	Lengthy	Yes	1
4381	Install_scrubbers	Yes	Lengthy	No	0.7
4382	Install_scrubbers	No	Quick	No	0.7
4383	New_cleaner_coal	No	Lengthy	No	1
4384	Install_scrubbers	No	Quick	No	0.7
4385	New_cleaner_coal	No	Quick	Yes	1
4386	New_cleaner_coal	Yes	Lengthy	No	0.3
4387	New_cleaner_coal	No	Quick	Yes	1
4388	New_cleaner_coal	No	Quick	Yes	1
4389	New_cleaner_coal	Yes	Quick	Yes	0.4
4390	Install_scrubbers	Yes	Quick	No	0.7
4391	New_cleaner_coal	Yes	Quick	Yes	0.4
4392	Install_scrubbers	No	Lengthy	Yes	0.7
4393	Install_scrubbers	Yes	Quick	No	0.7
4394	Install_scrubbers	No	Quick	Yes	0.7
4395	New_cleaner_coal	Yes	Quick	Yes	0.4
4396	Install_scrubbers	Yes	Quick	Yes	0.7
4397	New_cleaner_coal	No	Lengthy	No	1
4398	Install_scrubbers	No	Quick	No	0.7
4399	Install_scrubbers	No	Quick	Yes	0.7
4400	Install_scrubbers	Yes	Lengthy	No	0.7
4401	New_cleaner_coal	No	Quick	Yes	1
4402	Install_scrubbers	Yes	Quick	Yes	0.7
4403	Install_scrubbers	Yes	Quick	Yes	0.7
4404	New_cleaner_coal	Yes	Quick	Yes	0.4
4405	New_cleaner_coal	Yes	Quick	No	0.7
4406	New_cleaner_coal	No	Lengthy	No	1
4407	New_cleaner_coal	Yes	Quick	Yes	0.4
4408	New_cleaner_coal	Yes	Quick	No	0.7
4409	Install_scrubbers	No	Quick	Yes	0.7
4410	New_cleaner_coal	No	Lengthy	No	1
4411	New_cleaner_coal	Yes	Quick	Yes	0.4
4412	Install_scrubbers	No	Quick	No	0.7
4413	Install_scrubbers	No	Lengthy	No	0.7
4414	Install_scrubbers	No	Lengthy	No	0.7
4415	New_cleaner_coal	Yes	Quick	Yes	0.4
4416	Install_scrubbers	Yes	Lengthy	No	0.7
4417	New_cleaner_coal	Yes	Quick	Yes	0.4
4418	Install_scrubbers	Yes	Quick	No	0.7
4419	New_cleaner_coal	Yes	Quick	Yes	0.4
4420	Install_scrubbers	Yes	Quick	Yes	0.7
4421	New_cleaner_coal	Yes	Lengthy	No	0.3
4422	New_cleaner_coal	No	Lengthy	No	1
4423	New_cleaner_coal	Yes	Quick	No	0.7
4424	Install_scrubbers	Yes	Quick	Yes	0.7
4425	Install_scrubbers	No	Quick	Yes	0.7
4426	Install_scrubbers	Yes	Quick	No	0.7
4427	Install_scrubbers	No	Quick	No	0.7
4428	New_cleaner_coal	No	Lengthy	Yes	1
4429	New_cleaner_coal	No	Quick	Yes	1
4430	Install_scrubbers	Yes	Quick	Yes	0.7
4431	New_cleaner_coal	No	Quick	Yes	1
4432	New_cleaner_coal	Yes	Lengthy	No	0.3
4433	New_cleaner_coal	Yes	Quick	No	0.7
4434	Install_scrubbers	Yes	Lengthy	No	0.7
4435	New_cleaner_coal	Yes	Quick	Yes	0.4
4436	Install_scrubbers	Yes	Lengthy	No	0.7
4437	Install_scrubbers	Yes	Quick	Yes	0.7
4438	Install_scrubbers	No	Quick	Yes	0.7
4439	Install_scrubbers	No	Quick	Yes	0.7
4440	Install_scrubbers	Yes	Quick	Yes	0.7
4441	Install_scrubbers	Yes	Quick	No	0.7
4442	Install_scrubbers	No	Lengthy	No	0.7
4443	New_cleaner_coal	Yes	Quick	Yes	0.4
4444	Install_scrubbers	Yes	Lengthy	No	0.7
4445	Install_scrubbers	Yes	Quick	No	0.7
4446	Install_scrubbers	Yes	Quick	Yes	0.7
4447	Install_scrubbers	No	Quick	Yes	0.7
4448	Install_scrubbers	Yes	Quick	No	0.7
4449	Install_scrubbers	No	Quick	Yes	0.7
4450	Install_scrubbers	Yes	Lengthy	No	0.7
4451	Install_scrubbers	Yes	Quick	No	0.7
4452	Install_scrubbers	No	Quick	Yes	0.7
4453	New_cleaner_coal	Yes	Quick	No	0.7
4454	Install_scrubbers	Yes	Quick	Yes	0.7
4455	Install_scrubbers	No	Quick	No	0.7
4456	Install_scrubbers	Yes	Quick	No	0.7
4457	Install_scrubbers	Yes	Quick	Yes	0.7
4458	New_cleaner_coal	Yes	Quick	No	0.7
4459	Install_scrubbers	Yes	Quick	Yes	0.7
4460	Install_scrubbers	Yes	Quick	Yes	0.7
4461	New_cleaner_coal	Yes	Quick	No	0.7
4462	New_cleaner_coal	Yes	Quick	No	0.7
4463	Install_scrubbers	No	Quick	No	0.7
4464	Install_scrubbers	Yes	Quick	No	0.7
4465	Install_scrubbers	Yes	Quick	Yes	0.7
4466	Install_scrubbers	Yes	Quick	No	0.7
4467	Install_scrubbers	Yes	Quick	No	0.7
4468	Install_scrubbers	Yes	Quick	No	0.7
4469	Install_scrubbers	No	Quick	Yes	0.7
4470	New_cleaner_coal	Yes	Lengthy	No	0.3
4471	Install_scrubbers	Yes	Quick	No	0.7
4472	New_cleaner_coal	Yes	Quick	No	0.7
4473	New_cleaner_coal	Yes	Quick	No	0.7
4474	New_cleaner_coal	Yes	Quick	Yes	0.4
4475	New_cleaner_coal	Yes	Quick	Yes	0.4
4476	New_cleaner_coal	Yes	Lengthy	No	0.3
4477	Install_scrubbers	Yes	Quick	Yes	0.7
4478	Install_scrubbers	Yes	Quick	No	0.7
4479	Install_scrubbers	Yes	Lengthy	No	0.7
4480	New_cleaner_coal	No	Quick	No	1
4481	Install_scrubbers	Yes	Quick	Yes	0.7
4482	New_cleaner_coal	Yes	Lengthy	Yes	0
4483	New_cleaner_coal	No	Quick	No	1
4484	Install_scrubbers	Yes	Quick	Yes	0.7
4485	Install_scrubbers	No	Quick	Yes	0.7
4486	Install_scrubbers	Yes	Quick	Yes	0.7
4487	Install_scrubbers	No	Quick	No	0.7
4488	Install_scrubbers	No	Quick	Yes	0.7
4489	Install_scrubbers	Yes	Quick	Yes	0.7
4490	New_cleaner_coal	Yes	Quick	No	0.7
4491	New_cleaner_coal	Yes	Lengthy	No	0.3
4492	Install_scrubbers	Yes	Quick	Yes	0.7
4493	New_cleaner_coal	No	Lengthy	Yes	1
4494	New_cleaner_coal	No	Quick	Yes	1
4495	Install_scrubbers	Yes	Quick	Yes	0.7
4496	Install_scrubbers	Yes	Quick	No	0.7
4497	New_cleaner_coal	No	Quick	Yes	1
4498	New_cleaner_coal	No	Quick	Yes	1
4499	New_cleaner_coal	Yes	Quick	Yes	0.4
4500	New_cleaner_coal	Yes	Quick	Yes	0.4
4501	Install_scrubbers	Yes	Quick	No	0.7
4502	Install_scrubbers	Yes	Lengthy	Yes	0.7
4503	Install_scrubbers	Yes	Quick	Yes	0.7
4504	Install_scrubbers	No	Quick	Yes	0.7
4505	New_cleaner_coal	Yes	Quick	Yes	0.4
4506	New_cleaner_coal	Yes	Quick	Yes	0.4
4507	Install_scrubbers	Yes	Lengthy	No	0.7
4508	Install_scrubbers	No	Quick	Yes	0.7
4509	Install_scrubbers	Yes	Lengthy	No	0.7
4510	Install_scrubbers	No	Quick	Yes	0.7
4511	Install_scrubbers	Yes	Quick	No	0.7
4512	Install_scrubbers	Yes	Lengthy	No	0.7
4513	Install_scrubbers	Yes	Quick	No	0.7
4514	New_cleaner_coal	Yes	Quick	No	0.7
4515	New_cleaner_coal	No	Quick	Yes	1
4516	New_cleaner_coal	Yes	Lengthy	No	0.3
4517	New_cleaner_coal	Yes	Quick	Yes	0.4
4518	New_cleaner_coal	No	Lengthy	No	1
4519	Install_scrubbers	Yes	Quick	No	0.7
4520	New_cleaner_coal	Yes	Quick	Yes	0.4
4521	Install_scrubbers	Yes	Quick	No	0.7
4522	New_cleaner_coal	Yes	Quick	Yes	0.4
4523	Install_scrubbers	No	Quick	Yes	0.7
4524	New_cleaner_coal	No	Quick	No	1
4525	Install_scrubbers	No	Quick	Yes	0.7
4526	New_cleaner_coal	Yes	Lengthy	No	0.3
4527	Install_scrubbers	Yes	Quick	Yes	0.7
4528	New_cleaner_coal	Yes	Lengthy	No	0.3
4529	New_cleaner_coal	No	Quick	Yes	1
4530	New_cleaner_coal	Yes	Quick	No	0.7
4531	New_cleaner_coal	Yes	Quick	Yes	0.4
4532	New_cleaner_coal	No	Quick	Yes	1
4533	Install_scrubbers	Yes	Quick	Yes	0.7
4534	Install_scrubbers	No	Quick	Yes	0.7
4535	Install_scrubbers	Yes	Quick	Yes	0.7
4536	Install_scrubbers	Yes	Quick	Yes	0.7
4537	Install_scrubbers	Yes	Quick	No	0.7
4538	New_cleaner_coal	Yes	Quick	Yes	0.4
4539	New_cleaner_coal	Yes	Quick	Yes	0.4
4540	New_cleaner_coal	Yes	Lengthy	No	0.3
4541	New_cleaner_coal	Yes	Quick	Yes	0.4
4542	Install_scrubbers	Yes	Quick	Yes	0.7
4543	New_cleaner_coal	Yes	Lengthy	No	0.3
4544	Install_scrubbers	Yes	Quick	Yes	0.7
4545	New_cleaner_coal	No	Lengthy	No	1
4546	New_cleaner_coal	Yes	Quick	No	0.7
4547	New_cleaner_coal	Yes	Quick	No	0.7
4548	Install_scrubbers	No	Quick	No	0.7
4549	Install_scrubbers	Yes	Quick	Yes	0.7
4550	New_cleaner_coal	No	Quick	No	1
4551	New_cleaner_coal	No	Quick	Yes	1
4552	New_cleaner_coal	No	Quick	Yes	1
4553	New_cleaner_coal	Yes	Quick	Yes	0.4
4554	New_cleaner_coal	No	Quick	No	1
4555	Install_scrubbers	Yes	Quick	No	0.7
4556	Install_scrubbers	Yes	Quick	Yes	0.7
4557	Install_scrubbers	No	Quick	Yes	0.7
4558	Install_scrubbers	Yes	Lengthy	No	0.7
4559	New_cleaner_coal	No	Quick	No	1
4560	New_cleaner_coal	No	Quick	No	1
4561	New_cleaner_coal	No	Lengthy	No	1
4562	New_cleaner_coal	Yes	Quick	Yes	0.4
4563	New_cleaner_coal	Yes	Quick	Yes	0.4
4564	Install_scrubbers	Yes	Quick	Yes	0.7
4565	Install_scrubbers	Yes	Quick	Yes	0.7
4566	New_cleaner_coal	Yes	Quick	No	0.7
4567	New_cleaner_coal	No	Quick	No	1
4568	New_cleaner_coal	No	Quick	Yes	1
4569	New_cleaner_coal	Yes	Quick	Yes	0.4
4570	New_cleaner_coal	Yes	Quick	Yes	0.4
4571	Install_scrubbers	No	Lengthy	No	0.7
4572	New_cleaner_coal	Yes	Quick	No	0.7
4573	New_cleaner_coal	Yes	Lengthy	No	0.3
4574	Install_scrubbers	Yes	Quick	Yes	0.7
4575	Install_scrubbers	No	Quick	Yes	0.7
4576	New_cleaner_coal	Yes	Lengthy	No	0.3
4577	Install_scrubbers	No	Lengthy	No	0.7
4578	Install_scrubbers	Yes	Quick	Yes	0.7
4579	New_cleaner_coal	Yes	Quick	No	0.7
4580	Install_scrubbers	No	Lengthy	No	0.7
4581	New_cleaner_coal	No	Quick	Yes	1
4582	Install_scrubbers	Yes	Quick	No	0.7
4583	New_cleaner_coal	No	Quick	Yes	1
4584	Install_scrubbers	Yes	Lengthy	No	0.7
4585	New_cleaner_coal	No	Quick	Yes	1
4586	New_cleaner_coal	No	Quick	No	1
4587	New_cleaner_coal	No	Quick	No	1
4588	Install_scrubbers	No	Quick	Yes	0.7
4589	New_cleaner_coal	Yes	Lengthy	No	0.3
4590	New_cleaner_coal	No	Lengthy	No	1
4591	New_cleaner_coal	Yes	Quick	No	0.7
4592	New_cleaner_coal	No	Quick	No	1
4593	New_cleaner_coal	Yes	Quick	No	0.7
4594	Install_scrubbers	Yes	Lengthy	No	0.7
4595	Install_scrubbers	Yes	Quick	Yes	0.7
4596	New_cleaner_coal	Yes	Lengthy	No	0.3
4597	Install_scrubbers	Yes	Quick	No	0.7
4598	New_cleaner_coal	Yes	Quick	No	0.7
4599	Install_scrubbers	No	Lengthy	No	0.7
4600	Install_scrubbers	Yes	Lengthy	No	0.7
4601	New_cleaner_coal	Yes	Quick	Yes	0.4
4602	New_cleaner_coal	Yes	Quick	Yes	0.4
4603	New_cleaner_coal	Yes	Lengthy	No	0.3
4604	Install_scrubbers	No	Quick	Yes	0.7
4605	Install_scrubbers	Yes	Quick	No	0.7
4606	New_cleaner_coal	Yes	Quick	No	0.7
4607	New_cleaner_coal	Yes	Quick	No	0.7
4608	Install_scrubbers	No	Quick	No	0.7
4609	New_cleaner_coal	No	Quick	Yes	1
4610	New_cleaner_coal	No	Lengthy	No	1
4611	New_cleaner_coal	No	Quick	No	1
4612	New_cleaner_coal	No	Quick	Yes	1
4613	Install_scrubbers	No	Quick	Yes	0.7
4614	New_cleaner_coal	No	Quick	No	1
4615	New_cleaner_coal	Yes	Quick	No	0.7
4616	Install_scrubbers	Yes	Quick	Yes	0.7
4617	Install_scrubbers	Yes	Quick	No	0.7
4618	Install_scrubbers	Yes	Lengthy	No	0.7
4619	New_cleaner_coal	No	Quick	No	1
4620	Install_scrubbers	No	Quick	Yes	0.7
4621	New_cleaner_coal	No	Quick	No	1
4622	New_cleaner_coal	Yes	Quick	Yes	0.4
4623	Install_scrubbers	Yes	Quick	Yes	0.7
4624	Install_scrubbers	Yes	Quick	Yes	0.7
4625	New_cleaner_coal	No	Quick	Yes	1
4626	New_cleaner_coal	Yes	Quick	No	0.7
4627	New_cleaner_coal	Yes	Lengthy	No	0.3
4628	Install_scrubbers	No	Quick	Yes	0.7
4629	Install_scrubbers	Yes	Quick	No	0.7
4630	Install_scrubbers	Yes	Quick	Yes	0.7
