 IDnum	Economical_State	Export_Decision	U
4336	Slightly_worse	After_6_mos	0.697762
4337	Same	After_6_mos	0.892473
4338	Same	After_6_mos	0.892473
4339	Slightly_worse	After_12_mos	0.622203
4340	Severely_bad	After_12_mos	0.429236
4341	Same	Now	1
4342	Slightly_worse	After_6_mos	0.697762
4343	Same	After_12_mos	0.267655
4344	Same	Now	1
4345	Same	Now	1
4346	Severely_bad	After_6_mos	0.468323
4347	Same	Now	1
4348	Severely_bad	Now	0
4349	Same	After_6_mos	0.892473
4350	Severely_bad	Now	0
4351	Severely_bad	After_6_mos	0.468323
4352	Severely_bad	After_6_mos	0.468323
4353	Same	After_12_mos	0.267655
4354	Same	After_12_mos	0.267655
4355	Slightly_worse	After_6_mos	0.697762
4356	Slightly_worse	Now	0.750073
4357	Slightly_worse	Now	0.750073
4358	Slightly_worse	After_12_mos	0.622203
4359	Same	After_12_mos	0.267655
4360	Severely_bad	After_12_mos	0.429236
4361	Slightly_worse	After_6_mos	0.697762
4362	Severely_bad	After_6_mos	0.468323
4363	Same	After_12_mos	0.267655
4364	Same	After_6_mos	0.892473
4365	Slightly_worse	Now	0.750073
4366	Severely_bad	Now	0
4367	Severely_bad	After_12_mos	0.429236
4368	Same	After_12_mos	0.267655
4369	Slightly_worse	After_12_mos	0.622203
4370	Slightly_worse	After_12_mos	0.622203
4371	Severely_bad	After_6_mos	0.468323
4372	Slightly_worse	After_12_mos	0.622203
4373	Slightly_worse	Now	0.750073
4374	Same	After_12_mos	0.267655
4375	Same	Now	1
4376	Same	After_12_mos	0.267655
4377	Slightly_worse	After_6_mos	0.697762
4378	Slightly_worse	Now	0.750073
4379	Slightly_worse	After_12_mos	0.622203
4380	Same	Now	1
4381	Same	Now	1
4382	Same	Now	1
4383	Severely_bad	After_6_mos	0.468323
4384	Same	After_12_mos	0.267655
4385	Slightly_worse	After_12_mos	0.622203
4386	Same	After_12_mos	0.267655
4387	Slightly_worse	After_12_mos	0.622203
4388	Severely_bad	After_6_mos	0.468323
4389	Severely_bad	Now	0
4390	Same	After_6_mos	0.892473
4391	Same	After_12_mos	0.267655
4392	Slightly_worse	Now	0.750073
4393	Slightly_worse	Now	0.750073
4394	Severely_bad	After_6_mos	0.468323
4395	Slightly_worse	Now	0.750073
4396	Same	After_12_mos	0.267655
4397	Severely_bad	After_6_mos	0.468323
4398	Same	After_6_mos	0.892473
4399	Same	Now	1
4400	Same	After_6_mos	0.892473
4401	Slightly_worse	After_6_mos	0.697762
4402	Same	Now	1
4403	Same	Now	1
4404	Same	Now	1
4405	Same	Now	1
4406	Slightly_worse	After_12_mos	0.622203
4407	Same	After_6_mos	0.892473
4408	Severely_bad	Now	0
4409	Same	After_6_mos	0.892473
4410	Severely_bad	After_12_mos	0.429236
4411	Slightly_worse	Now	0.750073
4412	Same	Now	1
4413	Slightly_worse	Now	0.750073
4414	Same	After_6_mos	0.892473
4415	Same	Now	1
4416	Slightly_worse	After_12_mos	0.622203
4417	Same	Now	1
4418	Same	Now	1
4419	Same	After_6_mos	0.892473
4420	Slightly_worse	After_6_mos	0.697762
4421	Same	After_12_mos	0.267655
4422	Same	After_12_mos	0.267655
4423	Same	After_12_mos	0.267655
4424	Same	Now	1
4425	Slightly_worse	After_12_mos	0.622203
4426	Severely_bad	Now	0
4427	Same	After_6_mos	0.892473
4428	Same	After_12_mos	0.267655
4429	Same	After_6_mos	0.892473
4430	Slightly_worse	After_12_mos	0.622203
4431	Slightly_worse	After_6_mos	0.697762
4432	Slightly_worse	Now	0.750073
4433	Slightly_worse	After_12_mos	0.622203
4434	Slightly_worse	Now	0.750073
4435	Slightly_worse	After_12_mos	0.622203
4436	Same	After_6_mos	0.892473
4437	Slightly_worse	Now	0.750073
4438	Severely_bad	After_6_mos	0.468323
4439	Slightly_worse	After_12_mos	0.622203
4440	Same	Now	1
4441	Severely_bad	After_6_mos	0.468323
4442	Slightly_worse	After_12_mos	0.622203
4443	Severely_bad	After_12_mos	0.429236
4444	Slightly_worse	After_12_mos	0.622203
4445	Severely_bad	After_12_mos	0.429236
4446	Slightly_worse	Now	0.750073
4447	Slightly_worse	After_6_mos	0.697762
4448	Severely_bad	After_6_mos	0.468323
4449	Same	After_12_mos	0.267655
4450	Severely_bad	After_12_mos	0.429236
4451	Same	Now	1
4452	Severely_bad	After_6_mos	0.468323
4453	Same	After_6_mos	0.892473
4454	Severely_bad	After_12_mos	0.429236
4455	Same	After_12_mos	0.267655
4456	Same	After_12_mos	0.267655
4457	Slightly_worse	After_6_mos	0.697762
4458	Slightly_worse	After_6_mos	0.697762
4459	Slightly_worse	After_6_mos	0.697762
4460	Same	After_12_mos	0.267655
4461	Same	After_6_mos	0.892473
4462	Severely_bad	After_12_mos	0.429236
4463	Slightly_worse	After_6_mos	0.697762
4464	Same	After_6_mos	0.892473
4465	Severely_bad	Now	0
4466	Same	After_12_mos	0.267655
4467	Same	After_6_mos	0.892473
4468	Slightly_worse	After_6_mos	0.697762
4469	Slightly_worse	After_12_mos	0.622203
4470	Slightly_worse	After_12_mos	0.622203
4471	Severely_bad	After_12_mos	0.429236
4472	Severely_bad	After_12_mos	0.429236
4473	Slightly_worse	Now	0.750073
4474	Severely_bad	After_12_mos	0.429236
4475	Slightly_worse	After_12_mos	0.622203
4476	Severely_bad	After_6_mos	0.468323
4477	Same	After_12_mos	0.267655
4478	Slightly_worse	Now	0.750073
4479	Same	Now	1
4480	Slightly_worse	After_6_mos	0.697762
4481	Same	After_6_mos	0.892473
4482	Same	After_6_mos	0.892473
4483	Slightly_worse	Now	0.750073
4484	Slightly_worse	After_6_mos	0.697762
4485	Slightly_worse	After_12_mos	0.622203
4486	Slightly_worse	After_12_mos	0.622203
4487	Same	After_6_mos	0.892473
4488	Same	After_6_mos	0.892473
4489	Same	After_12_mos	0.267655
4490	Same	After_12_mos	0.267655
4491	Severely_bad	After_6_mos	0.468323
4492	Same	Now	1
4493	Severely_bad	After_12_mos	0.429236
4494	Slightly_worse	After_6_mos	0.697762
4495	Severely_bad	After_6_mos	0.468323
4496	Severely_bad	After_6_mos	0.468323
4497	Slightly_worse	After_6_mos	0.697762
4498	Slightly_worse	After_12_mos	0.622203
4499	Severely_bad	After_12_mos	0.429236
4500	Severely_bad	After_6_mos	0.468323
4501	Same	After_6_mos	0.892473
4502	Severely_bad	After_6_mos	0.468323
4503	Severely_bad	After_6_mos	0.468323
4504	Same	After_6_mos	0.892473
4505	Severely_bad	After_6_mos	0.468323
4506	Severely_bad	Now	0
4507	Same	After_6_mos	0.892473
4508	Slightly_worse	Now	0.750073
4509	Severely_bad	Now	0
4510	Slightly_worse	Now	0.750073
4511	Slightly_worse	Now	0.750073
4512	Same	After_6_mos	0.892473
4513	Same	After_12_mos	0.267655
4514	Same	After_6_mos	0.892473
4515	Same	After_12_mos	0.267655
4516	Same	Now	1
4517	Same	Now	1
4518	Slightly_worse	After_6_mos	0.697762
4519	Severely_bad	After_6_mos	0.468323
4520	Slightly_worse	After_6_mos	0.697762
4521	Same	After_6_mos	0.892473
4522	Same	After_6_mos	0.892473
4523	Slightly_worse	After_12_mos	0.622203
4524	Same	Now	1
4525	Same	Now	1
4526	Slightly_worse	After_12_mos	0.622203
4527	Severely_bad	Now	0
4528	Slightly_worse	After_12_mos	0.622203
4529	Slightly_worse	After_6_mos	0.697762
4530	Severely_bad	Now	0
4531	Slightly_worse	After_6_mos	0.697762
4532	Slightly_worse	Now	0.750073
4533	Same	After_6_mos	0.892473
4534	Same	After_6_mos	0.892473
4535	Same	After_12_mos	0.267655
4536	Slightly_worse	After_12_mos	0.622203
4537	Same	Now	1
4538	Same	After_12_mos	0.267655
4539	Slightly_worse	Now	0.750073
4540	Same	After_6_mos	0.892473
4541	Same	Now	1
4542	Severely_bad	After_6_mos	0.468323
4543	Same	After_12_mos	0.267655
4544	Severely_bad	Now	0
4545	Slightly_worse	Now	0.750073
4546	Same	After_6_mos	0.892473
4547	Severely_bad	After_6_mos	0.468323
4548	Slightly_worse	After_12_mos	0.622203
4549	Same	Now	1
4550	Slightly_worse	Now	0.750073
4551	Slightly_worse	Now	0.750073
4552	Severely_bad	Now	0
4553	Slightly_worse	Now	0.750073
4554	Same	After_6_mos	0.892473
4555	Slightly_worse	After_12_mos	0.622203
4556	Same	After_12_mos	0.267655
4557	Slightly_worse	Now	0.750073
4558	Slightly_worse	After_6_mos	0.697762
4559	Slightly_worse	After_12_mos	0.622203
4560	Same	Now	1
4561	Same	Now	1
4562	Slightly_worse	Now	0.750073
4563	Slightly_worse	After_12_mos	0.622203
4564	Same	After_6_mos	0.892473
4565	Severely_bad	After_6_mos	0.468323
4566	Same	Now	1
4567	Same	After_12_mos	0.267655
4568	Slightly_worse	After_12_mos	0.622203
4569	Slightly_worse	After_6_mos	0.697762
4570	Same	Now	1
4571	Severely_bad	After_6_mos	0.468323
4572	Slightly_worse	After_6_mos	0.697762
4573	Severely_bad	After_6_mos	0.468323
4574	Slightly_worse	After_6_mos	0.697762
4575	Slightly_worse	Now	0.750073
4576	Same	Now	1
4577	Same	Now	1
4578	Severely_bad	After_12_mos	0.429236
4579	Severely_bad	Now	0
4580	Severely_bad	Now	0
4581	Same	Now	1
4582	Same	After_6_mos	0.892473
4583	Slightly_worse	Now	0.750073
4584	Same	After_12_mos	0.267655
4585	Severely_bad	After_12_mos	0.429236
4586	Slightly_worse	After_12_mos	0.622203
4587	Same	After_6_mos	0.892473
4588	Same	After_6_mos	0.892473
4589	Same	Now	1
4590	Slightly_worse	After_6_mos	0.697762
4591	Same	After_12_mos	0.267655
4592	Same	Now	1
4593	Slightly_worse	After_12_mos	0.622203
4594	Slightly_worse	After_12_mos	0.622203
4595	Severely_bad	Now	0
4596	Severely_bad	Now	0
4597	Same	After_6_mos	0.892473
4598	Same	After_6_mos	0.892473
4599	Severely_bad	After_6_mos	0.468323
4600	Slightly_worse	After_12_mos	0.622203
4601	Same	Now	1
4602	Slightly_worse	After_6_mos	0.697762
4603	Severely_bad	Now	0
4604	Same	Now	1
4605	Slightly_worse	After_12_mos	0.622203
4606	Severely_bad	After_12_mos	0.429236
4607	Severely_bad	After_12_mos	0.429236
4608	Severely_bad	After_12_mos	0.429236
4609	Slightly_worse	After_6_mos	0.697762
4610	Same	After_12_mos	0.267655
4611	Same	Now	1
4612	Slightly_worse	After_12_mos	0.622203
4613	Same	After_6_mos	0.892473
4614	Slightly_worse	After_12_mos	0.622203
4615	Slightly_worse	Now	0.750073
4616	Same	After_6_mos	0.892473
4617	Slightly_worse	After_12_mos	0.622203
4618	Same	Now	1
4619	Same	After_12_mos	0.267655
4620	Severely_bad	After_12_mos	0.429236
4621	Same	After_12_mos	0.267655
4622	Severely_bad	Now	0
4623	Slightly_worse	After_6_mos	0.697762
4624	Severely_bad	Now	0
4625	Same	After_6_mos	0.892473
4626	Slightly_worse	After_12_mos	0.622203
4627	Severely_bad	After_6_mos	0.468323
4628	Severely_bad	After_12_mos	0.429236
4629	Same	Now	1
4630	Severely_bad	After_6_mos	0.468323
4631	Slightly_worse	Now	0.750073
4632	Slightly_worse	Now	0.750073
4633	Slightly_worse	After_6_mos	0.697762
4634	Slightly_worse	After_6_mos	0.697762
4635	Slightly_worse	Now	0.750073
4636	Slightly_worse	Now	0.750073
4637	Same	After_6_mos	0.892473
4638	Severely_bad	After_12_mos	0.429236
4639	Slightly_worse	After_6_mos	0.697762
4640	Same	After_12_mos	0.267655
4641	Slightly_worse	Now	0.750073
4642	Severely_bad	Now	0
4643	Same	Now	1
4644	Severely_bad	After_12_mos	0.429236
4645	Same	After_6_mos	0.892473
4646	Same	Now	1
4647	Severely_bad	After_12_mos	0.429236
4648	Same	Now	1
4649	Severely_bad	After_6_mos	0.468323
4650	Slightly_worse	Now	0.750073
4651	Same	After_12_mos	0.267655
4652	Same	After_6_mos	0.892473
4653	Same	Now	1
4654	Slightly_worse	Now	0.750073
4655	Same	After_12_mos	0.267655
4656	Same	After_12_mos	0.267655
4657	Slightly_worse	Now	0.750073
4658	Slightly_worse	After_6_mos	0.697762
4659	Slightly_worse	After_6_mos	0.697762
4660	Slightly_worse	After_6_mos	0.697762
4661	Severely_bad	After_12_mos	0.429236
4662	Slightly_worse	After_12_mos	0.622203
4663	Severely_bad	After_6_mos	0.468323
4664	Severely_bad	After_12_mos	0.429236
4665	Same	After_12_mos	0.267655
4666	Severely_bad	After_12_mos	0.429236
4667	Slightly_worse	After_12_mos	0.622203
4668	Same	After_12_mos	0.267655
4669	Same	After_6_mos	0.892473
4670	Slightly_worse	After_12_mos	0.622203
4671	Same	After_12_mos	0.267655
4672	Severely_bad	After_6_mos	0.468323
4673	Same	After_12_mos	0.267655
4674	Severely_bad	After_12_mos	0.429236
4675	Slightly_worse	After_6_mos	0.697762
4676	Same	After_6_mos	0.892473
4677	Severely_bad	After_6_mos	0.468323
4678	Slightly_worse	After_12_mos	0.622203
4679	Severely_bad	After_12_mos	0.429236
4680	Slightly_worse	After_12_mos	0.622203
4681	Same	After_12_mos	0.267655
4682	Same	After_6_mos	0.892473
4683	Severely_bad	Now	0
4684	Same	After_12_mos	0.267655
4685	Same	After_6_mos	0.892473
4686	Severely_bad	After_6_mos	0.468323
4687	Same	After_6_mos	0.892473
4688	Same	After_12_mos	0.267655
4689	Slightly_worse	After_6_mos	0.697762
4690	Slightly_worse	After_6_mos	0.697762
4691	Slightly_worse	After_6_mos	0.697762
4692	Severely_bad	After_12_mos	0.429236
4693	Same	Now	1
4694	Same	Now	1
4695	Severely_bad	After_12_mos	0.429236
4696	Same	After_6_mos	0.892473
4697	Slightly_worse	Now	0.750073
4698	Slightly_worse	After_12_mos	0.622203
4699	Slightly_worse	After_6_mos	0.697762
4700	Slightly_worse	After_12_mos	0.622203
4701	Same	After_6_mos	0.892473
4702	Slightly_worse	After_12_mos	0.622203
4703	Same	Now	1
4704	Same	After_6_mos	0.892473
4705	Same	After_6_mos	0.892473
4706	Severely_bad	After_12_mos	0.429236
4707	Severely_bad	After_6_mos	0.468323
4708	Same	After_12_mos	0.267655
4709	Same	After_6_mos	0.892473
4710	Severely_bad	After_6_mos	0.468323
4711	Severely_bad	Now	0
4712	Slightly_worse	After_6_mos	0.697762
4713	Slightly_worse	After_6_mos	0.697762
4714	Same	After_12_mos	0.267655
4715	Severely_bad	After_12_mos	0.429236
4716	Slightly_worse	Now	0.750073
4717	Severely_bad	Now	0
4718	Same	After_6_mos	0.892473
4719	Slightly_worse	After_12_mos	0.622203
4720	Same	After_12_mos	0.267655
4721	Same	After_6_mos	0.892473
4722	Severely_bad	Now	0
4723	Same	After_12_mos	0.267655
4724	Slightly_worse	After_6_mos	0.697762
4725	Slightly_worse	After_6_mos	0.697762
4726	Same	After_12_mos	0.267655
4727	Same	After_12_mos	0.267655
4728	Same	Now	1
4729	Severely_bad	After_6_mos	0.468323
4730	Same	After_6_mos	0.892473
4731	Slightly_worse	Now	0.750073
4732	Severely_bad	After_12_mos	0.429236
4733	Slightly_worse	After_6_mos	0.697762
4734	Same	Now	1
4735	Severely_bad	Now	0
4736	Slightly_worse	Now	0.750073
4737	Severely_bad	After_12_mos	0.429236
4738	Slightly_worse	After_12_mos	0.622203
4739	Same	After_12_mos	0.267655
4740	Same	Now	1
4741	Severely_bad	After_6_mos	0.468323
4742	Same	After_6_mos	0.892473
4743	Same	After_12_mos	0.267655
4744	Severely_bad	After_12_mos	0.429236
4745	Severely_bad	Now	0
4746	Same	After_12_mos	0.267655
4747	Severely_bad	After_12_mos	0.429236
4748	Same	After_6_mos	0.892473
4749	Same	Now	1
4750	Slightly_worse	After_12_mos	0.622203
4751	Same	After_12_mos	0.267655
4752	Severely_bad	After_12_mos	0.429236
4753	Slightly_worse	Now	0.750073
4754	Same	After_6_mos	0.892473
4755	Same	After_12_mos	0.267655
4756	Same	After_12_mos	0.267655
4757	Slightly_worse	After_6_mos	0.697762
4758	Severely_bad	Now	0
4759	Same	Now	1
4760	Same	After_12_mos	0.267655
4761	Same	After_6_mos	0.892473
4762	Same	After_12_mos	0.267655
4763	Same	After_6_mos	0.892473
4764	Severely_bad	After_12_mos	0.429236
4765	Slightly_worse	After_12_mos	0.622203
4766	Severely_bad	Now	0
4767	Severely_bad	After_6_mos	0.468323
4768	Slightly_worse	After_12_mos	0.622203
4769	Slightly_worse	Now	0.750073
4770	Severely_bad	Now	0
4771	Slightly_worse	After_6_mos	0.697762
4772	Severely_bad	After_12_mos	0.429236
4773	Severely_bad	After_12_mos	0.429236
4774	Same	Now	1
4775	Slightly_worse	After_12_mos	0.622203
4776	Same	After_6_mos	0.892473
4777	Same	After_12_mos	0.267655
4778	Same	Now	1
4779	Slightly_worse	After_12_mos	0.622203
4780	Slightly_worse	After_6_mos	0.697762
4781	Slightly_worse	After_12_mos	0.622203
4782	Same	After_6_mos	0.892473
4783	Severely_bad	Now	0
4784	Slightly_worse	Now	0.750073
4785	Slightly_worse	After_12_mos	0.622203
4786	Slightly_worse	After_12_mos	0.622203
4787	Slightly_worse	After_12_mos	0.622203
4788	Slightly_worse	After_12_mos	0.622203
4789	Slightly_worse	After_12_mos	0.622203
4790	Severely_bad	Now	0
4791	Slightly_worse	Now	0.750073
4792	Severely_bad	Now	0
4793	Severely_bad	After_6_mos	0.468323
4794	Severely_bad	After_12_mos	0.429236
4795	Same	Now	1
4796	Severely_bad	Now	0
4797	Same	After_6_mos	0.892473
4798	Slightly_worse	After_12_mos	0.622203
4799	Slightly_worse	After_12_mos	0.622203
4800	Severely_bad	After_12_mos	0.429236
4801	Severely_bad	After_6_mos	0.468323
4802	Same	Now	1
4803	Severely_bad	After_12_mos	0.429236
4804	Slightly_worse	Now	0.750073
4805	Slightly_worse	After_6_mos	0.697762
4806	Severely_bad	After_12_mos	0.429236
4807	Same	After_6_mos	0.892473
4808	Slightly_worse	After_12_mos	0.622203
4809	Slightly_worse	After_12_mos	0.622203
4810	Slightly_worse	After_12_mos	0.622203
4811	Slightly_worse	Now	0.750073
4812	Same	Now	1
4813	Same	After_12_mos	0.267655
4814	Same	Now	1
4815	Severely_bad	After_12_mos	0.429236
4816	Same	Now	1
4817	Slightly_worse	After_12_mos	0.622203
4818	Slightly_worse	Now	0.750073
4819	Slightly_worse	After_12_mos	0.622203
4820	Same	After_6_mos	0.892473
4821	Slightly_worse	Now	0.750073
4822	Slightly_worse	After_6_mos	0.697762
4823	Slightly_worse	Now	0.750073
4824	Severely_bad	After_12_mos	0.429236
4825	Slightly_worse	After_6_mos	0.697762
4826	Severely_bad	Now	0
4827	Same	After_6_mos	0.892473
4828	Slightly_worse	After_12_mos	0.622203
4829	Same	After_6_mos	0.892473
4830	Same	Now	1
4831	Same	After_12_mos	0.267655
4832	Severely_bad	After_6_mos	0.468323
4833	Same	After_6_mos	0.892473
4834	Same	After_6_mos	0.892473
4835	Same	After_6_mos	0.892473
4836	Same	After_6_mos	0.892473
4837	Slightly_worse	After_12_mos	0.622203
4838	Same	Now	1
4839	Same	Now	1
4840	Same	Now	1
4841	Same	After_12_mos	0.267655
4842	Severely_bad	After_6_mos	0.468323
4843	Severely_bad	After_6_mos	0.468323
4844	Same	After_12_mos	0.267655
4845	Same	After_12_mos	0.267655
4846	Same	Now	1
4847	Same	After_6_mos	0.892473
4848	Severely_bad	After_12_mos	0.429236
4849	Slightly_worse	After_12_mos	0.622203
4850	Same	After_12_mos	0.267655
4851	Same	After_12_mos	0.267655
4852	Slightly_worse	Now	0.750073
4853	Severely_bad	After_6_mos	0.468323
4854	Same	After_12_mos	0.267655
4855	Severely_bad	Now	0
4856	Severely_bad	After_12_mos	0.429236
4857	Severely_bad	After_12_mos	0.429236
4858	Same	After_12_mos	0.267655
4859	Same	Now	1
4860	Slightly_worse	After_12_mos	0.622203
4861	Slightly_worse	After_12_mos	0.622203
4862	Slightly_worse	After_12_mos	0.622203
4863	Slightly_worse	Now	0.750073
4864	Same	After_12_mos	0.267655
4865	Same	Now	1
4866	Slightly_worse	After_6_mos	0.697762
4867	Slightly_worse	After_6_mos	0.697762
4868	Same	After_12_mos	0.267655
4869	Same	After_12_mos	0.267655
4870	Same	Now	1
4871	Same	After_12_mos	0.267655
4872	Same	After_12_mos	0.267655
4873	Slightly_worse	Now	0.750073
4874	Slightly_worse	After_6_mos	0.697762
4875	Slightly_worse	After_12_mos	0.622203
4876	Same	After_12_mos	0.267655
4877	Severely_bad	After_6_mos	0.468323
4878	Same	After_6_mos	0.892473
4879	Severely_bad	After_6_mos	0.468323
4880	Severely_bad	After_12_mos	0.429236
4881	Same	After_6_mos	0.892473
4882	Slightly_worse	After_6_mos	0.697762
4883	Slightly_worse	After_12_mos	0.622203
4884	Same	After_6_mos	0.892473
4885	Severely_bad	After_12_mos	0.429236
4886	Severely_bad	After_6_mos	0.468323
4887	Same	Now	1
4888	Severely_bad	After_12_mos	0.429236
4889	Same	Now	1
4890	Slightly_worse	After_12_mos	0.622203
4891	Same	After_6_mos	0.892473
4892	Severely_bad	After_6_mos	0.468323
4893	Severely_bad	After_6_mos	0.468323
4894	Severely_bad	After_12_mos	0.429236
4895	Same	After_6_mos	0.892473
4896	Slightly_worse	After_12_mos	0.622203
4897	Same	Now	1
4898	Severely_bad	After_6_mos	0.468323
4899	Same	After_12_mos	0.267655
4900	Slightly_worse	Now	0.750073
4901	Same	After_12_mos	0.267655
4902	Same	After_12_mos	0.267655
4903	Severely_bad	After_6_mos	0.468323
4904	Severely_bad	After_12_mos	0.429236
4905	Slightly_worse	After_6_mos	0.697762
4906	Severely_bad	Now	0
4907	Slightly_worse	After_12_mos	0.622203
4908	Slightly_worse	After_6_mos	0.697762
4909	Severely_bad	Now	0
4910	Same	After_12_mos	0.267655
4911	Same	After_6_mos	0.892473
4912	Slightly_worse	After_6_mos	0.697762
4913	Same	Now	1
4914	Severely_bad	Now	0
4915	Slightly_worse	Now	0.750073
4916	Same	After_12_mos	0.267655
4917	Severely_bad	After_12_mos	0.429236
4918	Slightly_worse	After_12_mos	0.622203
4919	Slightly_worse	Now	0.750073
4920	Same	After_6_mos	0.892473
4921	Slightly_worse	Now	0.750073
4922	Same	Now	1
4923	Slightly_worse	After_12_mos	0.622203
4924	Same	Now	1
4925	Same	After_12_mos	0.267655
4926	Severely_bad	After_6_mos	0.468323
4927	Severely_bad	After_12_mos	0.429236
4928	Slightly_worse	Now	0.750073
4929	Slightly_worse	After_12_mos	0.622203
4930	Severely_bad	After_12_mos	0.429236
4931	Same	After_6_mos	0.892473
4932	Severely_bad	After_6_mos	0.468323
4933	Same	After_6_mos	0.892473
4934	Same	After_12_mos	0.267655
4935	Slightly_worse	Now	0.750073
4936	Slightly_worse	After_12_mos	0.622203
4937	Same	After_6_mos	0.892473
4938	Severely_bad	Now	0
4939	Same	Now	1
4940	Same	After_12_mos	0.267655
4941	Same	After_12_mos	0.267655
4942	Severely_bad	Now	0
4943	Slightly_worse	Now	0.750073
4944	Same	After_12_mos	0.267655
4945	Severely_bad	After_12_mos	0.429236
4946	Severely_bad	After_12_mos	0.429236
4947	Slightly_worse	After_12_mos	0.622203
4948	Same	After_12_mos	0.267655
4949	Slightly_worse	After_6_mos	0.697762
4950	Slightly_worse	After_12_mos	0.622203
4951	Severely_bad	Now	0
4952	Same	Now	1
4953	Severely_bad	After_6_mos	0.468323
4954	Same	After_12_mos	0.267655
4955	Slightly_worse	After_6_mos	0.697762
4956	Severely_bad	Now	0
4957	Severely_bad	After_6_mos	0.468323
4958	Same	Now	1
4959	Same	After_6_mos	0.892473
4960	Slightly_worse	After_12_mos	0.622203
4961	Severely_bad	Now	0
4962	Same	After_6_mos	0.892473
4963	Slightly_worse	After_12_mos	0.622203
4964	Same	After_12_mos	0.267655
4965	Same	Now	1
4966	Same	After_12_mos	0.267655
4967	Slightly_worse	After_12_mos	0.622203
4968	Severely_bad	Now	0
4969	Severely_bad	After_6_mos	0.468323
4970	Severely_bad	After_6_mos	0.468323
4971	Same	After_6_mos	0.892473
4972	Same	After_12_mos	0.267655
4973	Slightly_worse	After_6_mos	0.697762
4974	Slightly_worse	After_12_mos	0.622203
4975	Same	After_6_mos	0.892473
4976	Same	Now	1
4977	Same	After_12_mos	0.267655
4978	Slightly_worse	Now	0.750073
4979	Slightly_worse	After_6_mos	0.697762
4980	Slightly_worse	After_6_mos	0.697762
4981	Slightly_worse	After_12_mos	0.622203
4982	Slightly_worse	After_6_mos	0.697762
4983	Slightly_worse	After_12_mos	0.622203
4984	Slightly_worse	After_12_mos	0.622203
4985	Slightly_worse	After_6_mos	0.697762
4986	Slightly_worse	Now	0.750073
4987	Same	Now	1
4988	Same	Now	1
4989	Slightly_worse	Now	0.750073
4990	Severely_bad	Now	0
4991	Slightly_worse	After_12_mos	0.622203
4992	Same	After_6_mos	0.892473
4993	Slightly_worse	After_6_mos	0.697762
4994	Severely_bad	After_6_mos	0.468323
4995	Same	After_6_mos	0.892473
4996	Slightly_worse	After_12_mos	0.622203
4997	Severely_bad	After_6_mos	0.468323
4998	Slightly_worse	After_12_mos	0.622203
4999	Severely_bad	Now	0
5000	Slightly_worse	After_12_mos	0.622203
5001	Same	After_12_mos	0.267655
5002	Same	Now	1
5003	Severely_bad	Now	0
5004	Severely_bad	After_6_mos	0.468323
5005	Severely_bad	After_6_mos	0.468323
5006	Severely_bad	After_6_mos	0.468323
5007	Same	After_12_mos	0.267655
5008	Severely_bad	After_6_mos	0.468323
5009	Same	After_12_mos	0.267655
5010	Same	After_6_mos	0.892473
5011	Slightly_worse	After_6_mos	0.697762
5012	Severely_bad	Now	0
5013	Slightly_worse	After_6_mos	0.697762
5014	Same	After_6_mos	0.892473
5015	Severely_bad	After_12_mos	0.429236
5016	Same	After_12_mos	0.267655
5017	Same	After_12_mos	0.267655
5018	Severely_bad	After_12_mos	0.429236
5019	Severely_bad	Now	0
5020	Same	Now	1
5021	Severely_bad	Now	0
5022	Severely_bad	After_6_mos	0.468323
5023	Slightly_worse	Now	0.750073
5024	Same	Now	1
5025	Severely_bad	Now	0
5026	Slightly_worse	After_12_mos	0.622203
5027	Same	After_12_mos	0.267655
5028	Same	Now	1
5029	Severely_bad	After_6_mos	0.468323
5030	Same	After_12_mos	0.267655
5031	Same	After_12_mos	0.267655
5032	Slightly_worse	After_12_mos	0.622203
5033	Same	Now	1
5034	Same	After_6_mos	0.892473
5035	Same	After_6_mos	0.892473
5036	Same	Now	1
5037	Slightly_worse	After_6_mos	0.697762
5038	Same	After_6_mos	0.892473
5039	Slightly_worse	After_6_mos	0.697762
5040	Severely_bad	After_12_mos	0.429236
5041	Same	After_6_mos	0.892473
5042	Same	Now	1
5043	Severely_bad	After_12_mos	0.429236
5044	Slightly_worse	After_12_mos	0.622203
5045	Slightly_worse	After_12_mos	0.622203
5046	Slightly_worse	After_6_mos	0.697762
5047	Same	After_6_mos	0.892473
5048	Slightly_worse	After_12_mos	0.622203
5049	Slightly_worse	After_6_mos	0.697762
5050	Severely_bad	After_12_mos	0.429236
5051	Severely_bad	After_12_mos	0.429236
5052	Severely_bad	After_6_mos	0.468323
5053	Severely_bad	After_12_mos	0.429236
5054	Slightly_worse	After_6_mos	0.697762
5055	Slightly_worse	After_6_mos	0.697762
5056	Severely_bad	After_6_mos	0.468323
5057	Severely_bad	Now	0
5058	Severely_bad	After_12_mos	0.429236
5059	Severely_bad	Now	0
5060	Same	After_6_mos	0.892473
5061	Same	Now	1
5062	Same	After_12_mos	0.267655
5063	Slightly_worse	Now	0.750073
5064	Slightly_worse	After_12_mos	0.622203
5065	Same	After_12_mos	0.267655
5066	Slightly_worse	After_6_mos	0.697762
5067	Severely_bad	After_12_mos	0.429236
5068	Same	Now	1
5069	Same	Now	1
5070	Same	After_6_mos	0.892473
5071	Severely_bad	After_12_mos	0.429236
5072	Severely_bad	After_6_mos	0.468323
